index,polynomial,operation,operand 1,operand 2,cost,order,depth
0,x,,,,0,1,0
1,1,,,,0,0,0
2,2,,,,0,0,0
3,3,,,,0,0,0
4,4,,,,0,0,0
5,5,,,,0,0,0
6,6,,,,0,0,0
7,7,,,,0,0,0
8,8,,,,0,0,0
9,9,,,,0,0,0
10,10,,,,0,0,0
11,11,,,,0,0,0
12,2x,ADD,0,0,1,1,1
13,x+1,ADD,0,1,1,1,1
14,x+2,ADD,0,2,1,1,1
15,x+3,ADD,0,3,1,1,1
16,x+4,ADD,0,4,1,1,1
17,x+5,ADD,0,5,1,1,1
18,x+6,ADD,0,6,1,1,1
19,x+7,ADD,0,7,1,1,1
20,x+8,ADD,0,8,1,1,1
21,x+9,ADD,0,9,1,1,1
22,x+10,ADD,0,10,1,1,1
23,x+11,ADD,0,11,1,1,1
24,3x,MULT,0,3,1,1,1
25,4x,MULT,0,4,1,1,1
26,5x,MULT,0,5,1,1,1
27,6x,MULT,0,6,1,1,1
28,7x,MULT,0,7,1,1,1
29,8x,MULT,0,8,1,1,1
30,9x,MULT,0,9,1,1,1
31,10x,MULT,0,10,1,1,1
32,11x,MULT,0,11,1,1,1
33,2x+1,ADD,12,1,2,1,2
34,2x+2,ADD,12,2,2,1,2
35,2x+3,ADD,12,3,2,1,2
36,2x+4,ADD,12,4,2,1,2
37,2x+5,ADD,12,5,2,1,2
38,2x+6,ADD,12,6,2,1,2
39,2x+7,ADD,12,7,2,1,2
40,2x+8,ADD,12,8,2,1,2
41,2x+9,ADD,12,9,2,1,2
42,2x+10,ADD,12,10,2,1,2
43,2x+11,ADD,12,11,2,1,2
44,3x+3,MULT,13,3,2,1,2
45,4x+4,MULT,13,4,2,1,2
46,5x+5,MULT,13,5,2,1,2
47,6x+6,MULT,13,6,2,1,2
48,7x+7,MULT,13,7,2,1,2
49,8x+8,MULT,13,8,2,1,2
50,9x+9,MULT,13,9,2,1,2
51,10x+10,MULT,13,10,2,1,2
52,11x+11,MULT,13,11,2,1,2
53,3x+6,MULT,14,3,2,1,2
54,4x+8,MULT,14,4,2,1,2
55,5x+10,MULT,14,5,2,1,2
56,3x+9,MULT,15,3,2,1,2
57,3x+1,ADD,24,1,2,1,2
58,3x+2,ADD,24,2,2,1,2
59,3x+4,ADD,24,4,2,1,2
60,3x+5,ADD,24,5,2,1,2
61,3x+7,ADD,24,7,2,1,2
62,3x+8,ADD,24,8,2,1,2
63,3x+10,ADD,24,10,2,1,2
64,3x+11,ADD,24,11,2,1,2
65,4x+1,ADD,25,1,2,1,2
66,4x+2,ADD,25,2,2,1,2
67,4x+3,ADD,25,3,2,1,2
68,4x+5,ADD,25,5,2,1,2
69,4x+6,ADD,25,6,2,1,2
70,4x+7,ADD,25,7,2,1,2
71,4x+9,ADD,25,9,2,1,2
72,4x+10,ADD,25,10,2,1,2
73,4x+11,ADD,25,11,2,1,2
74,5x+1,ADD,26,1,2,1,2
75,5x+2,ADD,26,2,2,1,2
76,5x+3,ADD,26,3,2,1,2
77,5x+4,ADD,26,4,2,1,2
78,5x+6,ADD,26,6,2,1,2
79,5x+7,ADD,26,7,2,1,2
80,5x+8,ADD,26,8,2,1,2
81,5x+9,ADD,26,9,2,1,2
82,5x+11,ADD,26,11,2,1,2
83,6x+1,ADD,27,1,2,1,2
84,6x+2,ADD,27,2,2,1,2
85,6x+3,ADD,27,3,2,1,2
86,6x+4,ADD,27,4,2,1,2
87,6x+5,ADD,27,5,2,1,2
88,6x+7,ADD,27,7,2,1,2
89,6x+8,ADD,27,8,2,1,2
90,6x+9,ADD,27,9,2,1,2
91,6x+10,ADD,27,10,2,1,2
92,6x+11,ADD,27,11,2,1,2
93,7x+1,ADD,28,1,2,1,2
94,7x+2,ADD,28,2,2,1,2
95,7x+3,ADD,28,3,2,1,2
96,7x+4,ADD,28,4,2,1,2
97,7x+5,ADD,28,5,2,1,2
98,7x+6,ADD,28,6,2,1,2
99,7x+8,ADD,28,8,2,1,2
100,7x+9,ADD,28,9,2,1,2
101,7x+10,ADD,28,10,2,1,2
102,7x+11,ADD,28,11,2,1,2
103,8x+1,ADD,29,1,2,1,2
104,8x+2,ADD,29,2,2,1,2
105,8x+3,ADD,29,3,2,1,2
106,8x+4,ADD,29,4,2,1,2
107,8x+5,ADD,29,5,2,1,2
108,8x+6,ADD,29,6,2,1,2
109,8x+7,ADD,29,7,2,1,2
110,8x+9,ADD,29,9,2,1,2
111,8x+10,ADD,29,10,2,1,2
112,8x+11,ADD,29,11,2,1,2
113,9x+1,ADD,30,1,2,1,2
114,9x+2,ADD,30,2,2,1,2
115,9x+3,ADD,30,3,2,1,2
116,9x+4,ADD,30,4,2,1,2
117,9x+5,ADD,30,5,2,1,2
118,9x+6,ADD,30,6,2,1,2
119,9x+7,ADD,30,7,2,1,2
120,9x+8,ADD,30,8,2,1,2
121,9x+10,ADD,30,10,2,1,2
122,9x+11,ADD,30,11,2,1,2
123,10x+1,ADD,31,1,2,1,2
124,10x+2,ADD,31,2,2,1,2
125,10x+3,ADD,31,3,2,1,2
126,10x+4,ADD,31,4,2,1,2
127,10x+5,ADD,31,5,2,1,2
128,10x+6,ADD,31,6,2,1,2
129,10x+7,ADD,31,7,2,1,2
130,10x+8,ADD,31,8,2,1,2
131,10x+9,ADD,31,9,2,1,2
132,10x+11,ADD,31,11,2,1,2
133,11x+1,ADD,32,1,2,1,2
134,11x+2,ADD,32,2,2,1,2
135,11x+3,ADD,32,3,2,1,2
136,11x+4,ADD,32,4,2,1,2
137,11x+5,ADD,32,5,2,1,2
138,11x+6,ADD,32,6,2,1,2
139,11x+7,ADD,32,7,2,1,2
140,11x+8,ADD,32,8,2,1,2
141,11x+9,ADD,32,9,2,1,2
142,11x+10,ADD,32,10,2,1,2
143,x^2,MULT,0,0,1,2,1
144,2x^2,MULT,0,12,2,2,2
145,x^2+x,MULT,0,13,2,2,2
146,x^2+2x,MULT,0,14,2,2,2
147,x^2+3x,MULT,0,15,2,2,2
148,x^2+4x,MULT,0,16,2,2,2
149,x^2+5x,MULT,0,17,2,2,2
150,x^2+6x,MULT,0,18,2,2,2
151,x^2+7x,MULT,0,19,2,2,2
152,x^2+8x,MULT,0,20,2,2,2
153,x^2+9x,MULT,0,21,2,2,2
154,x^2+10x,MULT,0,22,2,2,2
155,x^2+11x,MULT,0,23,2,2,2
156,3x^2,MULT,0,24,2,2,2
157,4x^2,MULT,0,25,2,2,2
158,5x^2,MULT,0,26,2,2,2
159,6x^2,MULT,0,27,2,2,2
160,2x^2+x,MULT,0,33,3,2,3
161,2x^2+2x,MULT,12,13,3,2,2
162,2x^2+3x,MULT,0,35,3,2,3
163,2x^2+4x,MULT,12,14,3,2,2
164,2x^2+5x,MULT,0,37,3,2,3
165,2x^2+6x,MULT,12,15,3,2,2
166,2x^2+7x,MULT,0,39,3,2,3
167,2x^2+8x,MULT,12,16,3,2,2
168,2x^2+9x,MULT,0,41,3,2,3
169,2x^2+10x,MULT,12,17,3,2,2
170,2x^2+11x,MULT,0,43,3,2,3
171,3x^2+3x,MULT,13,24,3,2,2
172,4x^2+4x,MULT,13,25,3,2,2
173,5x^2+5x,MULT,13,26,3,2,2
174,6x^2+6x,MULT,13,27,3,2,2
175,3x^2+6x,MULT,14,24,3,2,2
176,4x^2+8x,MULT,14,25,3,2,2
177,5x^2+10x,MULT,14,26,3,2,2
178,3x^2+9x,MULT,15,24,3,2,2
179,3x^2+x,MULT,0,57,3,2,3
180,3x^2+2x,MULT,0,58,3,2,3
181,3x^2+4x,MULT,0,59,3,2,3
182,3x^2+5x,MULT,0,60,3,2,3
183,3x^2+7x,MULT,0,61,3,2,3
184,3x^2+8x,MULT,0,62,3,2,3
185,3x^2+10x,MULT,0,63,3,2,3
186,3x^2+11x,MULT,0,64,3,2,3
187,4x^2+x,MULT,0,65,3,2,3
188,4x^2+2x,MULT,0,66,3,2,3
189,4x^2+3x,MULT,0,67,3,2,3
190,4x^2+5x,MULT,0,68,3,2,3
191,4x^2+6x,MULT,0,69,3,2,3
192,4x^2+7x,MULT,0,70,3,2,3
193,4x^2+9x,MULT,0,71,3,2,3
194,4x^2+10x,MULT,0,72,3,2,3
195,4x^2+11x,MULT,0,73,3,2,3
196,5x^2+x,MULT,0,74,3,2,3
197,5x^2+2x,MULT,0,75,3,2,3
198,5x^2+3x,MULT,0,76,3,2,3
199,5x^2+4x,MULT,0,77,3,2,3
200,5x^2+6x,MULT,0,78,3,2,3
201,5x^2+7x,MULT,0,79,3,2,3
202,5x^2+8x,MULT,0,80,3,2,3
203,5x^2+9x,MULT,0,81,3,2,3
204,5x^2+11x,MULT,0,82,3,2,3
205,6x^2+x,MULT,0,83,3,2,3
206,6x^2+2x,MULT,0,84,3,2,3
207,6x^2+3x,MULT,0,85,3,2,3
208,6x^2+4x,MULT,0,86,3,2,3
209,6x^2+5x,MULT,0,87,3,2,3
210,6x^2+7x,MULT,0,88,3,2,3
211,6x^2+8x,MULT,0,89,3,2,3
212,6x^2+9x,MULT,0,90,3,2,3
213,6x^2+10x,MULT,0,91,3,2,3
214,6x^2+11x,MULT,0,92,3,2,3
215,x^2+2x+1,MULT,13,13,3,2,2
216,x^2+3x+2,MULT,13,14,3,2,2
217,x^2+4x+3,MULT,13,15,3,2,2
218,x^2+5x+4,MULT,13,16,3,2,2
219,x^2+6x+5,MULT,13,17,3,2,2
220,x^2+7x+6,MULT,13,18,3,2,2
221,x^2+8x+7,MULT,13,19,3,2,2
222,x^2+9x+8,MULT,13,20,3,2,2
223,x^2+10x+9,MULT,13,21,3,2,2
224,x^2+11x+10,MULT,13,22,3,2,2
225,2x^2+3x+1,MULT,13,33,4,2,3
226,2x^2+4x+2,MULT,13,34,4,2,3
227,2x^2+5x+3,MULT,13,35,4,2,3
228,2x^2+6x+4,MULT,13,36,4,2,3
229,2x^2+7x+5,MULT,13,37,4,2,3
230,2x^2+8x+6,MULT,13,38,4,2,3
231,2x^2+9x+7,MULT,13,39,4,2,3
232,2x^2+10x+8,MULT,13,40,4,2,3
233,2x^2+11x+9,MULT,13,41,4,2,3
234,3x^2+6x+3,MULT,13,44,4,2,3
235,4x^2+8x+4,MULT,13,45,4,2,3
236,5x^2+10x+5,MULT,13,46,4,2,3
237,3x^2+9x+6,MULT,13,53,4,2,3
238,3x^2+4x+1,MULT,13,57,4,2,3
239,3x^2+5x+2,MULT,13,58,4,2,3
240,3x^2+7x+4,MULT,13,59,4,2,3
241,3x^2+8x+5,MULT,13,60,4,2,3
242,3x^2+10x+7,MULT,13,61,4,2,3
243,3x^2+11x+8,MULT,13,62,4,2,3
244,4x^2+5x+1,MULT,13,65,4,2,3
245,4x^2+6x+2,MULT,13,66,4,2,3
246,4x^2+7x+3,MULT,13,67,4,2,3
247,4x^2+9x+5,MULT,13,68,4,2,3
248,4x^2+10x+6,MULT,13,69,4,2,3
249,4x^2+11x+7,MULT,13,70,4,2,3
250,5x^2+6x+1,MULT,13,74,4,2,3
251,5x^2+7x+2,MULT,13,75,4,2,3
252,5x^2+8x+3,MULT,13,76,4,2,3
253,5x^2+9x+4,MULT,13,77,4,2,3
254,5x^2+11x+6,MULT,13,78,4,2,3
255,6x^2+7x+1,MULT,13,83,4,2,3
256,6x^2+8x+2,MULT,13,84,4,2,3
257,6x^2+9x+3,MULT,13,85,4,2,3
258,6x^2+10x+4,MULT,13,86,4,2,3
259,6x^2+11x+5,MULT,13,87,4,2,3
260,x^2+4x+4,MULT,14,14,3,2,2
261,x^2+5x+6,MULT,14,15,3,2,2
262,x^2+6x+8,MULT,14,16,3,2,2
263,x^2+7x+10,MULT,14,17,3,2,2
264,2x^2+5x+2,MULT,14,33,4,2,3
265,2x^2+7x+6,MULT,14,35,4,2,3
266,2x^2+8x+8,MULT,14,36,4,2,3
267,2x^2+9x+10,MULT,14,37,4,2,3
268,3x^2+7x+2,MULT,14,57,4,2,3
269,3x^2+8x+4,MULT,14,58,4,2,3
270,3x^2+10x+8,MULT,14,59,4,2,3
271,3x^2+11x+10,MULT,14,60,4,2,3
272,4x^2+9x+2,MULT,14,65,4,2,3
273,4x^2+10x+4,MULT,14,66,4,2,3
274,4x^2+11x+6,MULT,14,67,4,2,3
275,5x^2+11x+2,MULT,14,74,4,2,3
276,x^2+6x+9,MULT,15,15,3,2,2
277,2x^2+7x+3,MULT,15,33,4,2,3
278,2x^2+9x+9,MULT,15,35,4,2,3
279,3x^2+10x+3,MULT,15,57,4,2,3
280,3x^2+11x+6,MULT,15,58,4,2,3
281,2x^2+9x+4,MULT,16,33,4,2,3
282,2x^2+11x+5,MULT,17,33,4,2,3
283,x^2+1,ADD,143,1,2,2,2
284,x^2+2,ADD,143,2,2,2,2
285,x^2+3,ADD,143,3,2,2,2
286,x^2+4,ADD,143,4,2,2,2
287,x^2+5,ADD,143,5,2,2,2
288,x^2+6,ADD,143,6,2,2,2
289,x^2+7,ADD,143,7,2,2,2
290,x^2+8,ADD,143,8,2,2,2
291,x^2+9,ADD,143,9,2,2,2
292,x^2+10,ADD,143,10,2,2,2
293,x^2+11,ADD,143,11,2,2,2
294,x^2+x+1,ADD,143,13,3,2,2
295,x^2+x+2,ADD,143,14,3,2,2
296,x^2+x+3,ADD,143,15,3,2,2
297,x^2+x+4,ADD,143,16,3,2,2
298,x^2+x+5,ADD,143,17,3,2,2
299,x^2+x+6,ADD,143,18,3,2,2
300,x^2+x+7,ADD,143,19,3,2,2
301,x^2+x+8,ADD,143,20,3,2,2
302,x^2+x+9,ADD,143,21,3,2,2
303,x^2+x+10,ADD,143,22,3,2,2
304,x^2+x+11,ADD,143,23,3,2,2
305,x^2+2x+2,ADD,146,2,3,2,3
306,x^2+2x+3,ADD,146,3,3,2,3
307,x^2+2x+4,ADD,146,4,3,2,3
308,x^2+2x+5,ADD,146,5,3,2,3
309,x^2+2x+6,ADD,146,6,3,2,3
310,x^2+2x+7,ADD,146,7,3,2,3
311,x^2+2x+8,ADD,146,8,3,2,3
312,x^2+2x+9,ADD,146,9,3,2,3
313,x^2+2x+10,ADD,146,10,3,2,3
314,x^2+2x+11,ADD,146,11,3,2,3
315,x^2+3x+3,ADD,147,3,3,2,3
316,x^2+5x+5,ADD,149,5,3,2,3
317,x^2+6x+6,ADD,150,6,3,2,3
318,x^2+7x+7,ADD,151,7,3,2,3
319,x^2+8x+8,ADD,152,8,3,2,3
320,x^2+9x+9,ADD,153,9,3,2,3
321,x^2+10x+10,ADD,154,10,3,2,3
322,x^2+11x+11,ADD,155,11,3,2,3
323,x^2+3x+6,ADD,147,6,3,2,3
324,x^2+4x+8,ADD,148,8,3,2,3
325,x^2+5x+10,ADD,149,10,3,2,3
326,x^2+3x+9,ADD,147,9,3,2,3
327,x^2+3x+1,ADD,147,1,3,2,3
328,x^2+3x+4,ADD,147,4,3,2,3
329,x^2+3x+5,ADD,147,5,3,2,3
330,x^2+3x+7,ADD,147,7,3,2,3
331,x^2+3x+8,ADD,147,8,3,2,3
332,x^2+3x+10,ADD,147,10,3,2,3
333,x^2+3x+11,ADD,147,11,3,2,3
334,x^2+4x+1,ADD,148,1,3,2,3
335,x^2+4x+2,ADD,148,2,3,2,3
336,x^2+4x+5,ADD,148,5,3,2,3
337,x^2+4x+6,ADD,148,6,3,2,3
338,x^2+4x+7,ADD,148,7,3,2,3
339,x^2+4x+9,ADD,148,9,3,2,3
340,x^2+4x+10,ADD,148,10,3,2,3
341,x^2+4x+11,ADD,148,11,3,2,3
342,x^2+5x+1,ADD,149,1,3,2,3
343,x^2+5x+2,ADD,149,2,3,2,3
344,x^2+5x+3,ADD,149,3,3,2,3
345,x^2+5x+7,ADD,149,7,3,2,3
346,x^2+5x+8,ADD,149,8,3,2,3
347,x^2+5x+9,ADD,149,9,3,2,3
348,x^2+5x+11,ADD,149,11,3,2,3
349,x^2+6x+1,ADD,150,1,3,2,3
350,x^2+6x+2,ADD,150,2,3,2,3
351,x^2+6x+3,ADD,150,3,3,2,3
352,x^2+6x+4,ADD,150,4,3,2,3
353,x^2+6x+7,ADD,150,7,3,2,3
354,x^2+6x+10,ADD,150,10,3,2,3
355,x^2+6x+11,ADD,150,11,3,2,3
356,x^2+7x+1,ADD,151,1,3,2,3
357,x^2+7x+2,ADD,151,2,3,2,3
358,x^2+7x+3,ADD,151,3,3,2,3
359,x^2+7x+4,ADD,151,4,3,2,3
360,x^2+7x+5,ADD,151,5,3,2,3
361,x^2+7x+8,ADD,151,8,3,2,3
362,x^2+7x+9,ADD,151,9,3,2,3
363,x^2+7x+11,ADD,151,11,3,2,3
364,x^2+8x+1,ADD,152,1,3,2,3
365,x^2+8x+2,ADD,152,2,3,2,3
366,x^2+8x+3,ADD,152,3,3,2,3
367,x^2+8x+4,ADD,152,4,3,2,3
368,x^2+8x+5,ADD,152,5,3,2,3
369,x^2+8x+6,ADD,152,6,3,2,3
370,x^2+8x+9,ADD,152,9,3,2,3
371,x^2+8x+10,ADD,152,10,3,2,3
372,x^2+8x+11,ADD,152,11,3,2,3
373,x^2+9x+1,ADD,153,1,3,2,3
374,x^2+9x+2,ADD,153,2,3,2,3
375,x^2+9x+3,ADD,153,3,3,2,3
376,x^2+9x+4,ADD,153,4,3,2,3
377,x^2+9x+5,ADD,153,5,3,2,3
378,x^2+9x+6,ADD,153,6,3,2,3
379,x^2+9x+7,ADD,153,7,3,2,3
380,x^2+9x+10,ADD,153,10,3,2,3
381,x^2+9x+11,ADD,153,11,3,2,3
382,x^2+10x+1,ADD,154,1,3,2,3
383,x^2+10x+2,ADD,154,2,3,2,3
384,x^2+10x+3,ADD,154,3,3,2,3
385,x^2+10x+4,ADD,154,4,3,2,3
386,x^2+10x+5,ADD,154,5,3,2,3
387,x^2+10x+6,ADD,154,6,3,2,3
388,x^2+10x+7,ADD,154,7,3,2,3
389,x^2+10x+8,ADD,154,8,3,2,3
390,x^2+10x+11,ADD,154,11,3,2,3
391,x^2+11x+1,ADD,155,1,3,2,3
392,x^2+11x+2,ADD,155,2,3,2,3
393,x^2+11x+3,ADD,155,3,3,2,3
394,x^2+11x+4,ADD,155,4,3,2,3
395,x^2+11x+5,ADD,155,5,3,2,3
396,x^2+11x+6,ADD,155,6,3,2,3
397,x^2+11x+7,ADD,155,7,3,2,3
398,x^2+11x+8,ADD,155,8,3,2,3
399,x^2+11x+9,ADD,155,9,3,2,3
400,2x^2+1,ADD,144,1,3,2,3
401,2x^2+2,ADD,144,2,3,2,3
402,2x^2+3,ADD,144,3,3,2,3
403,2x^2+4,ADD,144,4,3,2,3
404,2x^2+5,ADD,144,5,3,2,3
405,2x^2+6,ADD,144,6,3,2,3
406,2x^2+7,ADD,144,7,3,2,3
407,2x^2+8,ADD,144,8,3,2,3
408,2x^2+9,ADD,144,9,3,2,3
409,2x^2+10,ADD,144,10,3,2,3
410,2x^2+11,ADD,144,11,3,2,3
411,2x^2+x+1,ADD,144,13,4,2,3
412,2x^2+x+2,ADD,144,14,4,2,3
413,2x^2+x+3,ADD,144,15,4,2,3
414,2x^2+x+4,ADD,144,16,4,2,3
415,2x^2+x+5,ADD,144,17,4,2,3
416,2x^2+x+6,ADD,144,18,4,2,3
417,2x^2+x+7,ADD,144,19,4,2,3
418,2x^2+x+8,ADD,144,20,4,2,3
419,2x^2+x+9,ADD,144,21,4,2,3
420,2x^2+x+10,ADD,144,22,4,2,3
421,2x^2+x+11,ADD,144,23,4,2,3
422,3x^2+1,ADD,156,1,3,2,3
423,3x^2+2,ADD,156,2,3,2,3
424,3x^2+3,ADD,156,3,3,2,3
425,3x^2+4,ADD,156,4,3,2,3
426,3x^2+5,ADD,156,5,3,2,3
427,3x^2+6,ADD,156,6,3,2,3
428,3x^2+7,ADD,156,7,3,2,3
429,3x^2+8,ADD,156,8,3,2,3
430,3x^2+9,ADD,156,9,3,2,3
431,3x^2+10,ADD,156,10,3,2,3
432,3x^2+11,ADD,156,11,3,2,3
433,3x^2+x+1,ADD,156,13,4,2,3
434,3x^2+x+2,ADD,156,14,4,2,3
435,3x^2+x+3,ADD,156,15,4,2,3
436,3x^2+x+4,ADD,156,16,4,2,3
437,3x^2+x+5,ADD,156,17,4,2,3
438,3x^2+x+6,ADD,156,18,4,2,3
439,3x^2+x+7,ADD,156,19,4,2,3
440,3x^2+x+8,ADD,156,20,4,2,3
441,3x^2+x+9,ADD,156,21,4,2,3
442,3x^2+x+10,ADD,156,22,4,2,3
443,3x^2+x+11,ADD,156,23,4,2,3
444,4x^2+1,ADD,157,1,3,2,3
445,4x^2+2,ADD,157,2,3,2,3
446,4x^2+3,ADD,157,3,3,2,3
447,4x^2+4,ADD,157,4,3,2,3
448,4x^2+5,ADD,157,5,3,2,3
449,4x^2+6,ADD,157,6,3,2,3
450,4x^2+7,ADD,157,7,3,2,3
451,4x^2+8,ADD,157,8,3,2,3
452,4x^2+9,ADD,157,9,3,2,3
453,4x^2+10,ADD,157,10,3,2,3
454,4x^2+11,ADD,157,11,3,2,3
455,4x^2+x+1,ADD,157,13,4,2,3
456,4x^2+x+2,ADD,157,14,4,2,3
457,4x^2+x+3,ADD,157,15,4,2,3
458,4x^2+x+4,ADD,157,16,4,2,3
459,4x^2+x+5,ADD,157,17,4,2,3
460,4x^2+x+6,ADD,157,18,4,2,3
461,4x^2+x+7,ADD,157,19,4,2,3
462,4x^2+x+8,ADD,157,20,4,2,3
463,4x^2+x+9,ADD,157,21,4,2,3
464,4x^2+x+10,ADD,157,22,4,2,3
465,4x^2+x+11,ADD,157,23,4,2,3
466,5x^2+1,ADD,158,1,3,2,3
467,5x^2+2,ADD,158,2,3,2,3
468,5x^2+3,ADD,158,3,3,2,3
469,5x^2+4,ADD,158,4,3,2,3
470,5x^2+5,ADD,158,5,3,2,3
471,5x^2+6,ADD,158,6,3,2,3
472,5x^2+7,ADD,158,7,3,2,3
473,5x^2+8,ADD,158,8,3,2,3
474,5x^2+9,ADD,158,9,3,2,3
475,5x^2+10,ADD,158,10,3,2,3
476,5x^2+11,ADD,158,11,3,2,3
477,5x^2+x+1,ADD,158,13,4,2,3
478,5x^2+x+2,ADD,158,14,4,2,3
479,5x^2+x+3,ADD,158,15,4,2,3
480,5x^2+x+4,ADD,158,16,4,2,3
481,5x^2+x+5,ADD,158,17,4,2,3
482,5x^2+x+6,ADD,158,18,4,2,3
483,5x^2+x+7,ADD,158,19,4,2,3
484,5x^2+x+8,ADD,158,20,4,2,3
485,5x^2+x+9,ADD,158,21,4,2,3
486,5x^2+x+10,ADD,158,22,4,2,3
487,5x^2+x+11,ADD,158,23,4,2,3
488,6x^2+1,ADD,159,1,3,2,3
489,6x^2+2,ADD,159,2,3,2,3
490,6x^2+3,ADD,159,3,3,2,3
491,6x^2+4,ADD,159,4,3,2,3
492,6x^2+5,ADD,159,5,3,2,3
493,6x^2+6,ADD,159,6,3,2,3
494,6x^2+7,ADD,159,7,3,2,3
495,6x^2+8,ADD,159,8,3,2,3
496,6x^2+9,ADD,159,9,3,2,3
497,6x^2+10,ADD,159,10,3,2,3
498,6x^2+11,ADD,159,11,3,2,3
499,6x^2+x+1,ADD,159,13,4,2,3
500,6x^2+x+2,ADD,159,14,4,2,3
501,6x^2+x+3,ADD,159,15,4,2,3
502,6x^2+x+4,ADD,159,16,4,2,3
503,6x^2+x+5,ADD,159,17,4,2,3
504,6x^2+x+6,ADD,159,18,4,2,3
505,6x^2+x+7,ADD,159,19,4,2,3
506,6x^2+x+8,ADD,159,20,4,2,3
507,6x^2+x+9,ADD,159,21,4,2,3
508,6x^2+x+10,ADD,159,22,4,2,3
509,6x^2+x+11,ADD,159,23,4,2,3
510,2x^2+2x+1,ADD,161,1,4,2,3
511,2x^2+2x+2,ADD,161,2,4,2,3
512,2x^2+2x+3,ADD,161,3,4,2,3
513,2x^2+2x+4,ADD,161,4,4,2,3
514,2x^2+2x+5,ADD,161,5,4,2,3
515,2x^2+2x+6,ADD,161,6,4,2,3
516,2x^2+2x+7,ADD,161,7,4,2,3
517,2x^2+2x+8,ADD,161,8,4,2,3
518,2x^2+2x+9,ADD,161,9,4,2,3
519,2x^2+2x+10,ADD,161,10,4,2,3
520,2x^2+2x+11,ADD,161,11,4,2,3
521,2x^2+3x+2,ADD,162,2,4,2,4
522,2x^2+3x+3,ADD,162,3,4,2,4
523,2x^2+3x+4,ADD,162,4,4,2,4
524,2x^2+3x+5,ADD,162,5,4,2,4
525,2x^2+3x+6,ADD,162,6,4,2,4
526,2x^2+3x+7,ADD,162,7,4,2,4
527,2x^2+3x+8,ADD,162,8,4,2,4
528,2x^2+3x+9,ADD,162,9,4,2,4
529,2x^2+3x+10,ADD,162,10,4,2,4
530,2x^2+3x+11,ADD,162,11,4,2,4
531,2x^2+4x+1,ADD,163,1,4,2,3
532,2x^2+4x+3,ADD,163,3,4,2,3
533,2x^2+4x+4,ADD,163,4,4,2,3
534,2x^2+4x+5,ADD,163,5,4,2,3
535,2x^2+4x+6,ADD,163,6,4,2,3
536,2x^2+4x+7,ADD,163,7,4,2,3
537,2x^2+4x+8,ADD,163,8,4,2,3
538,2x^2+4x+9,ADD,163,9,4,2,3
539,2x^2+4x+10,ADD,163,10,4,2,3
540,2x^2+4x+11,ADD,163,11,4,2,3
541,2x^2+5x+1,ADD,164,1,4,2,4
542,2x^2+5x+4,ADD,164,4,4,2,4
543,2x^2+5x+5,ADD,164,5,4,2,4
544,2x^2+5x+6,ADD,164,6,4,2,4
545,2x^2+5x+7,ADD,164,7,4,2,4
546,2x^2+5x+8,ADD,164,8,4,2,4
547,2x^2+5x+9,ADD,164,9,4,2,4
548,2x^2+5x+10,ADD,164,10,4,2,4
549,2x^2+5x+11,ADD,164,11,4,2,4
550,2x^2+6x+1,ADD,165,1,4,2,3
551,2x^2+6x+2,ADD,165,2,4,2,3
552,2x^2+6x+3,ADD,165,3,4,2,3
553,2x^2+6x+5,ADD,165,5,4,2,3
554,2x^2+6x+6,ADD,165,6,4,2,3
555,2x^2+6x+7,ADD,165,7,4,2,3
556,2x^2+6x+8,ADD,165,8,4,2,3
557,2x^2+6x+9,ADD,165,9,4,2,3
558,2x^2+6x+10,ADD,165,10,4,2,3
559,2x^2+6x+11,ADD,165,11,4,2,3
560,2x^2+7x+1,ADD,166,1,4,2,4
561,2x^2+7x+2,ADD,166,2,4,2,4
562,2x^2+7x+4,ADD,166,4,4,2,4
563,2x^2+7x+7,ADD,166,7,4,2,4
564,2x^2+7x+8,ADD,166,8,4,2,4
565,2x^2+7x+9,ADD,166,9,4,2,4
566,2x^2+7x+10,ADD,166,10,4,2,4
567,2x^2+7x+11,ADD,166,11,4,2,4
568,2x^2+8x+1,ADD,167,1,4,2,3
569,2x^2+8x+2,ADD,167,2,4,2,3
570,2x^2+8x+3,ADD,167,3,4,2,3
571,2x^2+8x+4,ADD,167,4,4,2,3
572,2x^2+8x+5,ADD,167,5,4,2,3
573,2x^2+8x+7,ADD,167,7,4,2,3
574,2x^2+8x+9,ADD,167,9,4,2,3
575,2x^2+8x+10,ADD,167,10,4,2,3
576,2x^2+8x+11,ADD,167,11,4,2,3
577,2x^2+9x+1,ADD,168,1,4,2,4
578,2x^2+9x+2,ADD,168,2,4,2,4
579,2x^2+9x+3,ADD,168,3,4,2,4
580,2x^2+9x+5,ADD,168,5,4,2,4
581,2x^2+9x+6,ADD,168,6,4,2,4
582,2x^2+9x+8,ADD,168,8,4,2,4
583,2x^2+9x+11,ADD,168,11,4,2,4
584,2x^2+10x+1,ADD,169,1,4,2,3
585,2x^2+10x+2,ADD,169,2,4,2,3
586,2x^2+10x+3,ADD,169,3,4,2,3
587,2x^2+10x+4,ADD,169,4,4,2,3
588,2x^2+10x+5,ADD,169,5,4,2,3
589,2x^2+10x+6,ADD,169,6,4,2,3
590,2x^2+10x+7,ADD,169,7,4,2,3
